移動日,移動元店舗,移動先店舗,商品コード,商品名,商品容量,数量,単価,金額,入力形能,入庫確定
"2022/11/01","630　しみず倉庫","砺波店","4968250305213","キヨーレオピンネオｗ　120ml","１２０ｍｌ","1","3,158","3,158","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4968250358110","湧永田七　分包　６０包","６０包","1","2,773","2,773","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4968250807212","ロイマン湯　３０包","３０包","1","979","979","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4968250840417","人参牛黄カプセル　８０カプセル","８０ｐ","1","22,127","22,127","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4968250853127","プレビジョン　乳酸菌＆カテキン　１８０錠","１８０粒","1","896","896","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4968250854124","プレビジョングリーン末　９０包","９０包","6","1,401","8,406","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4968250878113","オプターナ黄粋目薬　１５ｍｌ","１５ｍｌ","2","350","700","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4968250879110","シトリーヌα　１８０ｃｐ","１８０ｃｐ","1","897","897","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4969889622009","ヘルスオイル　210カプセル","２１０カプセ","1","1,543","1,543","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4971159016746","救急絆創膏Ｍサイズ　１００枚","１００枚","12","82","984","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4975446301386","ハツモール　ヘアーグロアーＳ　１８０ｍｌ","１８０ｍｌ","1","1,710","1,710","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4975979383002","パンクMI錠　60錠","６０錠","1","466","466","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987014016509","バイトゴールド３０００　　100ml","１００ｍｌ","200","37","7,400","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987036125043","メンタームエプールＦＥ液　１００ｍｌ","１００ｍｌ","2","352","704","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987103043614","アポスティークリーム　１５ｇ","１５　ｇ","1","400","400","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987103049241","ヘパリーゼＧＴ２７０錠","２７０錠","1","2,800","2,800","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987103049364","コンドロイチンＺＳ３１０錠","３１０錠","2","4,300","8,600","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987103049371","コンドロイチンＺＳ　４５０錠","４５０錠","2","6,000","12,000","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987307020688","新小児用セイヨン内服液３０ｍｌ","３０ｍｌ","14","83","1,162","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987334102401","本草製薬　センナ　４８包","４８包","2","283","566","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987402032104","エフストリン３０錠","３０錠","4","587","2,348","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987469589207","ビフィズミン３６０錠","３６０錠","1","459","459","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987469589221","ビフィズミン５６０錠","５６０錠","1","675","675","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987487102730","タカミツホットリフェンダ　６枚","６枚","20","70","1,400","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987910710884","ＮＥＷマイティアＣＬ－Ｓ　 15ML","１５ｍｌ","1","192","192","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4971159012090","奥田薬品　健康のどあめ　２８０ｇ","２８０ｇ","2","311","622","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4971159015626","奥田製薬バブルデント入れ歯除菌洗浄剤　１２６錠","１２６錠","3","322","966","ハンディー",""
"2022/11/01","630　しみず倉庫","砺波店","4987154554206","フェキソフェナジン錠ＡＧ　２８錠","２８錠","1","355","355","ハンディー",""
"2022/11/01","631　パスコ店","大島店","3000800700572","JPS-６９竜胆瀉肝湯","１２包","1","840","840","画面作成",""
"2022/11/01","631　パスコ店","大島店","4987438026627","ＪＰＳかぜ薬２号Ｇ９包","９Ｈ","3","403","1,208","画面作成",""
"2022/11/01","634　プラファ店","大島店","4987438061406","ＪＰＳ五苓散エキス錠１８９錠","１８９錠","1","253","253","画面作成",""
"2022/11/01","639　大島店","パスコ店","4957272004945","ウエルハース モイストローション","１５０ｍｌ","2","1,625","3,250","画面作成",""
"2022/11/01","639　大島店","パスコ店","4957272100487","AMPクリーム","４０ｇ","1","1,950","1,950","画面作成",""
"2022/11/01","639　大島店","パスコ店","4957272000763","コギトＥＳソープ","２５０ｍｌ","2","1,625","3,250","画面作成",""
"2022/11/01","639　大島店","パスコ店","4957272003030","WL アンジェラケーキレフィル O-2","","2","1,950","3,900","画面作成",""
"2022/11/01","639　大島店","パスコ店","4957272001265","B2ローション","１５０ｍｌ","1","1,950","1,950","画面作成",""
"2022/11/01","639　大島店","パスコ店","4957272003535","オスカー ローション","１２０ｍｌ","1","5,200","5,200","画面作成",""
"2022/11/01","639　大島店","パスコ店","4957272004969","ウエルハース ミルキー","１００ｍｌ","1","1,820","1,820","画面作成",""
"2022/11/01","639　大島店","パスコ店","4957272004952","ウエルハース エッセンス","４０ｍｌ","1","2,275","2,275","画面作成",""
"2022/11/01","639　大島店","パスコ店","4571432380177","ＣＲＹＳＴＡＬルージュ","３　ｇ","2","1,800","3,600","画面作成",""
"2022/11/01","639　大島店","プラファ店","4571432380030","アロマＤｅクレンジング１５０ｇ","１５０ｇ","1","1,900","1,900","画面作成",""
"2022/11/01","639　大島店","プラファ店","4571432380276","アイシャンプー","３８０ｍｌ","3","1,385","4,154","画面作成",""
"2022/11/01","639　大島店","プラファ店","4957272000749","ナチュラルリップクリーム ピンク","","2","650","1,300","画面作成",""
"2022/11/01","639　大島店","プラファ店","4957272003276","WL アイブロウペンシルカートリッジ グレー","","2","520","1,040","画面作成",""
"2022/11/01","639　大島店","プラファ店","4957272103105","WL アンジェラグローアップマスカラ","","1","1,625","1,625","画面作成",""
"2022/11/01","639　大島店","プラファ店","4957272200705","WL バスカニオン石鹸","１００ｇ","1","1,235","1,235","画面作成",""
"2022/11/01","639　大島店","プラファ店","0000049344240","ネオシーダーキングサイズ新２０本入","２０本","3","271","813","画面作成",""
"2022/11/01","639　大島店","砺波店","4571432380238","エッセンス　フォーム","２００ｍｌ","1","1,500","1,500","画面作成",""
"2022/11/01","639　大島店","砺波店","4571432380245","エッセンス ローション","１５０ｍｌ","1","1,500","1,500","画面作成",""
"2022/11/01","639　大島店","砺波店","4571432380252","エッセンス　ミルク","１００ｍｌ","1","1,680","1,680","画面作成",""
"2022/11/01","639　大島店","砺波店","4571432380269","エッセンス クリーム","４０ｇ","1","2,100","2,100","画面作成",""
"2022/11/01","639　大島店","砺波店","4957272001050","カルフィア クリーム","","1","4,550","4,550","画面作成",""
"2022/11/02","639　大島店","パスコ店","4901301208811","ファミリーフレッシュコンパクト２７０ｍｌ","","24","75","1,800","画面作成",""
"2022/11/02","639　大島店","パスコ店","4957272100890","WL ヒアルロン酸ECM･E","１２０粒","14","5,460","76,440","画面作成",""
"2022/11/03","636　砺波店","しみず倉庫","4987306054783","新ビオフェルミン S ３５０錠","３５０錠","1","1,462","1,462","画面作成",""
"2022/11/03","636　砺波店","しみず倉庫","4987306042230","パブロンＳａ＜微粒＞　 26 包","２６包","1","1,100","1,100","画面作成",""
"2022/11/03","636　砺波店","しみず倉庫","4987306029095","センパア　Ｋｉｄｓドリンク　２０ｍｌｘ２本","２０ｍｌｘ２","2","232","464","画面作成",""
"2022/11/03","639　大島店","パスコ店","4571432380276","アイシャンプー","３８０ｍｌ","5","1,385","6,923","画面作成",""
"2022/11/03","639　大島店","パスコ店","4957272200705","WL バスカニオン石鹸","１００ｇ","3","1,235","3,705","画面作成",""
"2022/11/03","639　大島店","パスコ店","4957272004068","ＣＡエッセンス 35 ｍｌ","３５ｍｌ","1","3,250","3,250","画面作成",""
"2022/11/03","639　大島店","プラファ店","4571432380030","アロマＤｅクレンジング１５０ｇ","１５０ｇ","1","1,900","1,900","画面作成",""
"2022/11/03","639　大島店","プラファ店","4571432380085","アロマＤｅミルク１００ｍｌ","１００ｍｌ","1","2,200","2,200","画面作成",""
"2022/11/03","639　大島店","プラファ店","4957272000763","コギトＥＳソープ","２５０ｍｌ","1","1,625","1,625","画面作成",""
"2022/11/04","630　しみず倉庫","パスコ店","4515748001760","イーシーエヴォリューション150ｇ","１５０ｇ","2","2,716","5,432","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4515748001722","アバロンプレミアム　９０粒","９０粒","2","3,000","6,000","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4515748001791","プレミアム 10 エミュークリーム　 150 ｇ","１５０ｇ","3","3,230","9,690","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4562207690157","デントピュリティ歯間ブラシＬ　１５本","１５本","2","158","316","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4582368480169","スクアレン（箱入） １０シート","１０シ－ト","2","1,846","3,692","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4901080703316","新ポリグリップ無添加　４０ｇ","４０ｇ","3","406","1,218","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4901080703415","新ポリグリップ無添加　７５ｇ","７５ｇ","6","666","3,996","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4957584003384","冷却シート 1 ０時間冷却　大人用","１６枚入","10","160","1,600","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4968250164216","ワクナガ胃腸薬Ｇ　３００錠","３００錠","2","517","1,034","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4968250177216","トコベール３００Ｅ　２６０ｃｐ","２６０ｃｐ","2","2,897","5,794","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4968250260130","レオピンロイヤル　２４０ｍｌ","２４０ｍｌ","3","15,347","46,041","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4968250280329","レオピンファイブキャプレットＳ　２００錠","２００錠","3","5,213","15,639","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4968250293312","レオピンロイヤルキャプレット　２００錠","２００錠","1","8,717","8,717","ハンディー",""
"2022/11/04","630　しみず倉庫","パスコ店","4968250843111","フジパイゾールＳ錠　９０錠","９０錠","2","902","1,804","ハンディー",""
