移動日,移動元店舗,移動先店舗,商品コード,商品名,商品容量,数量,単価,金額,入力形能,入庫確定
"2022/10/06","630　しみず倉庫","パスコ店","4968250271310","レオピンファイブＮＥＯ　２４０ｍｌ","２４０ｍｌ","4","10,127","40,508","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250280220","レオピンファイブキャプレットＳ　１００錠","１００錠","1","3,459","3,459","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250281326","キヨーレオピンキャプレットＳ２００錠","２００錠","1","2,326","2,326","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250300119","宝脚　３００錠","３００錠","2","2,530","5,060","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250305213","キヨーレオピンネオｗ　120ml","１２０ｍｌ","6","3,158","18,948","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250305312","キヨーレオピンネオｗ　240ml","２４０ｍｌ","3","5,570","16,710","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250358110","湧永田七　分包　６０包","６０包","1","2,773","2,773","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250807212","ロイマン湯　３０包","３０包","4","978","3,912","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250858115","プレビジョン　ビルベリー＆ＤＨＡ　１２０粒","１２０粒","8","1,692","13,536","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250867117","プレビジョン　カルマジン　８００粒","８００粒","4","1,108","4,432","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250878113","オプターナ黄粋目薬　１５ｍｌ","１５ｍｌ","5","350","1,750","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250902115","デシコートブロック　２０ｇ","２０ｇ","1","577","577","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4970511201370","かぜ・花粉マスク　ふつう　６０枚","６０枚","5","370","1,850","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4970511202704","ガウスバン２００　２４粒","２４　粒","1","595","595","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4970511290596","弘真胃腸薬　３６包","","1","760","760","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4970511681141","ビューティハンド２枚","２マイ","3","148","444","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4970511910562","ママは看護師さん　局方ガーゼ　１ｍ×３０ｃｍ","１ｍ×３０ｃ","3","50","150","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4970883011560","ガウスバンイン　６４粒","６４粒","2","657","1,314","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4971159012090","奥田薬品　健康のどあめ　２８０ｇ","２８０ｇ","3","311","933","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4971159015886","パラ防虫剤　８００ｇ","８００ｇ","4","341","1,364","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4973202213508","コットンパフ 天然コットン１００％ ２２５枚","２２５枚","5","135","675","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4973202405019","ＡＪＤ　クリーン清浄綿　５０包","５０包","2","284","568","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987014041600","ウット　１２錠","１２錠","2","630","1,260","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987074300631","新新　プロナＨＤ 30 ｍｌ","３０ｍｌ","1","330","330","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987084418425","サンテアスティ　１５ｍｌ","１５ｍｌ","4","297","1,188","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987084418487","サンテアスティ４０　１５ｍｌ","１５ｍｌ","2","286","572","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987103035008","ビュークリアHi40アクティブ","１２ｍｌ","2","666","1,332","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987103043119","コンドロマックス濃縮液潤甦　720ml","７２０ｍｌ","2","2,500","5,000","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987103048459","ヘパリーゼドリンクⅡ 50 ｍｌ× 3","","1","504","504","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987103051961","ハイゼリーＦＥ　50ml×3本パック","５０ｍｌ×３","1","540","540","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987123142014","タケダ漢方便秘薬　６５錠","６５錠","2","828","1,656","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987154601023","クールティアＶ１２　１５ｍｌ","１５ｍｌ","2","323","646","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987156212494","南天のど飴　はちみつ白桃風味 42 錠","４２錠","6","340","2,040","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987235044237","パスタイムＵプラス　３０枚","３０枚","1","341","341","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306001251","アイリス４０　１４ｍｌ","１４ｍｌ","1","480","480","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306002319","アスクロン　２４包","２４包","1","925","925","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306007390","リポビタンＤスーパー100ml　3本","１００ｍｌ　","3","450","1,350","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306017559","リポビタンファイン100ml×3本パック","１００ｍｌ×","2","285","570","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306021242","コーラック　６０錠","６０ジョウ","1","637","637","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306021433","リポビタンＺＥＲＯ３本","３","2","285","570","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306038615","歯医者さん１５０フラットタイプかため","かため","10","69","690","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306054776","新ビオフェルミンＳ１３０錠","１３０錠","1","632","632","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306054783","新ビオフェルミン S ３５０錠","３５０錠","2","1,462","2,924","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306054806","新ビオフェルミンＳ細粒 45 ｇ","４５ｇ","1","666","666","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306055568","ヴイックスメディケイテッドドロップ　オレンジ２０個","２０個入","1","273","273","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987426002138","池田模範堂ムヒアルファＥＸ　１５ｇ","１５ｇ","1","612","612","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987469003529","コフダンＡＣうがい薬　 100 ｍｌ","１００ｍｌ","2","360","720","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987469589207","ビフィズミン３６０錠","３６０錠","2","459","918","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987469597042","オルテクサー口腔用軟膏　５ｇ","５ｇ","3","222","666","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987475119368","ロキエフェクトＬＸテープ　 14 枚","１４枚","1","218","218","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987603114531","アイ浄綿　お徳用６０包","６０包","2","309","618","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987910710891","ＮＥＷマイティアＣＬクール-Ｓ","１５ｍｌ","2","192","384","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4535164065429","ﾊﾞｲｵﾏｽﾎﾟﾘｴﾁﾚﾝ50%　20号","２０ゴウ","100","2","200","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250130112","新ノイガンエス２５ｇ","２５ｇ","8","288","2,304","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250281326","キヨーレオピンキャプレットＳ２００錠","２００錠","3","2,326","6,978","ハンディー",""
"2022/10/06","630　しみず倉庫","パスコ店","4987306039155","コレスケアキトサン青汁（リニューアル）　 30 袋","３０袋","0","1,820","0","画面作成",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250887214","湧永　小青竜湯 45 包","４５包","2","1,049","2,098","画面作成",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250887115","湧永小青竜湯２１包","２１包","2","529","1,058","画面作成",""
"2022/10/06","630　しみず倉庫","パスコ店","4968250281227","キョーレオピンキャプレットＳ 100 錠","１００錠","2","1,368","2,736","画面作成",""
"2022/10/06","630　しみず倉庫","プラファ店","4515748001791","プレミアム 10 エミュークリーム　 150 ｇ","１５０ｇ","2","3,230","6,460","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4589818059425","ダイヤモンドマスクピュアホワイト30枚","３０枚入り","5","320","1,600","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4589818059432","ダイヤモンドマスクスイートピンク30枚","３０枚入り","3","320","960","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4901080726414","ポリデント　酵素入り　１０８錠＋６錠","１０８ジョウ","2","595","1,190","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4901080726513","部分入れ歯用ポリデント　108錠+6錠","１０８錠　＋","3","595","1,785","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4954097910000","ファイトマンゼリー　エネルギー　１８０ｇ","１８０ｇ","6","65","390","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4954097910086","ファイトマンゼリーアミノ酸１８０ｇ","１８０ｇ","6","65","390","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4957584003384","冷却シート 1 ０時間冷却　大人用","１６枚入","5","160","800","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4968250132116","（ワクナガ）タミナスＡ錠　３６０錠","３６０錠","1","559","559","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4968250161529","エナックロイヤル　 50 ｍｌ× 4","５０ｍｌ×４","2","1,058","2,116","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4968250177117","トコベール３００Ｅ　１３０ｃｐ","１３０ｃｐ","2","1,765","3,530","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4968250194114","グラッドル錠　６０錠","６０錠","2","1,120","2,240","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4968250199317","エナックＷ　５４０錠","５４０錠","1","3,433","3,433","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4968250260116","レオピンロイヤル　６０ｍｌ","６０ｍｌ","5","4,823","24,115","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","１２０ｍｌ","2","5,742","11,484","ハンディー",""
"2022/10/06","630　しみず倉庫","プラファ店","4968250272119","エピロンエ－　１８ｇ","１８ｇ","3","304","912","ハンディー",""
